bytes,name,curve,compression,bittransposed
5809786,s22_e025_1arc_v3.sw,Hilbert,HFF,False
2612818,s22_e025_1arc_v3.sw,Hilbert,LZ77,False
2183770,s22_e025_1arc_v3.sw,Hilbert,LZO,False
1739727,s22_e025_1arc_v3.sw,Hilbert,LZW,False
7548489,s22_e025_1arc_v3.sw,Hilbert,RLE,False
5809786,s22_e025_1arc_v3.sw,Raster,HFF,False
2766917,s22_e025_1arc_v3.sw,Raster,LZ77,False
2425962,s22_e025_1arc_v3.sw,Raster,LZO,False
2333543,s22_e025_1arc_v3.sw,Raster,LZW,False
2810376,s22_e025_1arc_v3.sw,Morton,BWT77,False
1807404,s22_e025_1arc_v3.sw,Morton,BWTW,False
1336972,s22_e025_1arc_v3.sw,Morton,BZIP2,False
1750570,s22_e025_1arc_v3.sw,Morton,GZIP,False
5809786,s22_e025_1arc_v3.sw,Morton,HFF,False
2715250,s22_e025_1arc_v3.sw,Morton,LZ77,False
2304350,s22_e025_1arc_v3.sw,Morton,LZO,False
1850009,s22_e025_1arc_v3.sw,Morton,LZW,False
8187849,s22_e025_1arc_v3.sw,Morton,RLE,False
7473750,s22_e025_1arc_v3.sw,Raster,RLE,False
2529436,s22_e026_1arc_v3.ne,Raster,BWT77,False
1479795,s22_e026_1arc_v3.ne,Raster,BWTW,False
1115277,s22_e026_1arc_v3.ne,Raster,BZIP2,False
2746269,s22_e026_1arc_v3.ne,Gray,BWT77,False
1724655,s22_e026_1arc_v3.ne,Gray,BWTW,False
1283077,s22_e026_1arc_v3.ne,Gray,BZIP2,False
1813805,s22_e026_1arc_v3.ne,Gray,GZIP,False
6133765,s22_e026_1arc_v3.ne,Gray,HFF,False
2750629,s22_e026_1arc_v3.ne,Gray,LZ77,False
2291052,s22_e026_1arc_v3.ne,Gray,LZO,False
2011062,s22_e026_1arc_v3.ne,Gray,LZW,False
7446630,s22_e026_1arc_v3.ne,Gray,RLE,False
1893379,s22_e026_1arc_v3.ne,Raster,GZIP,False
2539277,s22_e026_1arc_v3.ne,Hilbert,BWT77,False
1505299,s22_e026_1arc_v3.ne,Hilbert,BWTW,False
1133875,s22_e026_1arc_v3.ne,Hilbert,BZIP2,False
1638766,s22_e026_1arc_v3.ne,Hilbert,GZIP,False
6133765,s22_e026_1arc_v3.ne,Hilbert,HFF,False
2573353,s22_e026_1arc_v3.ne,Hilbert,LZ77,False
2116205,s22_e026_1arc_v3.ne,Hilbert,LZO,False
1818304,s22_e026_1arc_v3.ne,Hilbert,LZW,False
